Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Lat,Lng,called,Trifecta status,Total Mental Health Care HPSA Designations,Population of Designated HPSAs,Percent of Need Met,Practitioners Needed to Remove HPSA Designation
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.4,32.3,40.7,32.3 - 40.7,34.8 - 36.7,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,38.4,32.6,44.6,32.6 - 44.6,36.1 - 48.4,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,32.1,28.0,36.3,28.0 - 36.3,29.8-32.5,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,35.5,31.3,39.8,31.3 - 39.8,33.2-35.5,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,32.6,29.1,36.2,29.1 - 36.2,31.7-34.2,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.8,33.2,40.5,33.2 - 40.5,34.8-37.6,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,33.3,27.9,39.0,27.9 - 39.0,32.3-34.9,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,40.1,37.2,42.9,37.2 - 42.9,38.4-46.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,44.1,40.4,47.9,40.4 - 47.9,39.5-45.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,42.4,38.0,46.8,38.0 - 46.8,40.7-44.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,44.2,39.6,48.8,39.6 - 48.8,42.1-46.5,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,44.9,40.5,49.4,40.5 - 49.4,43.6-50.2,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,35.1,31.9,38.3,31.9 - 38.3,33.3-35.6,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,39.0,36.0,42.2,36.0 - 42.2,38.2-41.7,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,39.3,36.3,42.3,36.3 - 42.3,38.5-47.6,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,37.8,33.9,41.8,33.9 - 41.8,36.7-38.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,39.8,35.3,44.5,35.3 - 44.5,39.7-46.3,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,40.3,35.2,45.6,35.2 - 45.6,38.9-41.6,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,43.8,39.8,47.8,39.8 - 47.8,41.6-44.3,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,39.8,35.5,44.2,35.5 - 44.2,39.3-41.3,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,43.5,38.8,48.3,38.8 - 48.3,41.2-44.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,38.4,35.0,41.9,35.0 - 41.9,33.6-38.4,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,40.8,37.4,44.3,37.4 - 44.3,37.7-40.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,41.7,37.2,46.3,37.2 - 46.3,40.7-45.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,38.9,35.2,42.7,35.2 - 42.7,38.3-40.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,38.0,34.5,41.5,34.5 - 41.5,36.1-38.7,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,35.1,31.8,38.6,31.8 - 38.6,34.8-36.2,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,34.4,29.5,39.5,29.5 - 39.5,33.6-42.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,29.9,25.8,34.3,25.8 - 34.3,29.9-31.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,27.9,24.2,31.9,24.2 - 31.9,27.2-28.9,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,31.8,28.0,35.9,28.0 - 35.9,29.3-31.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,32.0,28.3,35.9,28.3 - 35.9,32.0-39.2,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,33.4,28.8,38.3,28.8 - 38.3,31.3-37.5,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,32.0,27.8,36.3,27.8 - 36.3,31.0-34.2,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,34.7,30.7,38.8,30.7 - 38.8,32.5-39.7,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,35.8,31.3,40.4,31.3 - 40.4,34.1-41.7,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.9,27.1,35.0,27.1 - 35.0,29.3-31.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,30.9,27.2,34.9,27.2 - 34.9,28.3-31.3,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,33.0,29.5,36.6,29.5 - 36.6,32.0-34.1,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,31.2,27.2,35.4,27.2 - 35.4,31.2-33.2,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,34.1,31.0,37.3,31.0 - 37.3,32.3-34.6,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,31.5,27.4,35.9,27.4 - 35.9,28.6-31.7,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,34.4,31.2,37.8,31.2 - 37.8,33.8-38.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,28.5,25.1,32.1,25.1 - 32.1,25.0-28.5,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,29.4,26.3,32.7,26.3 - 32.7,28.1-30.0,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,34.8,30.5,39.3,30.5 - 39.3,31.5-34.8,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,34.7,29.4,40.3,29.4 - 40.3,33.2-37.0,34.0489281,-111.0937311,D,Republican trifecta,210,2884369.0,0.1061,184.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,38.0,33.1,43.1,33.1 - 43.1,36.8 - 41.4,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.0,27.2,39.4,27.2 - 39.4,30.6 - 33.4,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,35.2,30.9,39.7,30.9 - 39.7,35.0-44.3,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,33.8,28.4,39.6,28.4 - 39.6,33.2-35.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,39.0,34.8,43.4,34.8 - 43.4,37.0-40.0,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.2,31.9,44.7,31.9 - 44.7,37.7-40.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,39.0,32.9,45.4,32.9 - 45.4,38.0-43.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.2,33.2,43.3,33.2 - 43.3,34.5-38.3,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,37.4,33.4,41.5,33.4 - 41.5,36.0-39.4,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,41.2,36.5,45.9,36.5 - 45.9,40.7-44.8,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,45.1,40.2,50.2,40.2 - 50.2,42.1-46.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,43.5,39.4,47.8,39.4 - 47.8,40.6-43.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,35.3,31.0,39.7,31.0 - 39.7,33.3-35.6,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,41.1,36.9,45.4,36.9 - 45.4,38.2-41.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,31.6,27.9,35.5,27.9 - 35.5,27.3-33.3,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,42.3,37.5,47.2,37.5 - 47.2,38.9-44.0,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,38.5,34.1,43.0,34.1 - 43.0,37.2-39.6,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,41.6,36.3,47.0,36.3 - 47.0,38.9-41.6,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,44.2,38.8,49.7,38.8 - 49.7,41.6-44.3,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,41.9,37.5,46.5,37.5 - 46.5,41.4-43.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,43.0,38.0,48.1,38.0 - 48.1,41.2-44.1,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,41.1,35.6,46.8,35.6 - 46.8,40.5-42.8,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,40.0,35.8,44.3,35.8 - 44.3,37.7-40.8,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,43.4,38.1,48.9,38.1 - 48.9,40.7-45.1,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,39.7,34.1,45.4,34.1 - 45.4,38.3-40.1,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,47.2,41.4,53.1,41.4 - 53.1,38.8-47.2,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,37.5,30.4,45.0,30.4 - 45.0,36.3-42.6,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,34.8,29.3,40.7,29.3 - 40.7,33.6-42.1,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,35.5,29.9,41.4,29.9 - 41.4,31.9-35.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,33.7,28.5,39.3,28.5 - 39.3,32.4-33.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,32.9,27.7,38.3,27.7 - 38.3,31.9-36.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,34.5,28.7,40.7,28.7 - 40.7,32.0-39.2,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,26.4,21.8,31.3,21.8 - 31.3,26.3-28.1,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,35.0,28.8,41.6,28.8 - 41.6,34.3-40.9,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,35.1,29.3,41.3,29.3 - 41.3,32.5-39.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,36.2,30.4,42.3,30.4 - 42.3,34.1-41.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,34.5,29.6,39.7,29.6 - 39.7,33.8-44.4,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,38.3,32.5,44.4,32.5 - 44.4,35.7-41.7,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,37.8,32.0,43.9,32.0 - 43.9,34.2-38.5,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,34.4,27.5,41.8,27.5 - 41.8,33.3-39.9,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,40.6,34.9,46.4,34.9 - 46.4,34.7-40.6,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,38.2,33.1,43.4,33.1 - 43.4,33.5-38.2,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,38.8,33.8,44.1,33.8 - 44.1,33.8-38.8,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,32.8,27.4,38.6,27.4 - 38.6,32.8-44.0,34.5573549,-92.28634029999999,R,Republican trifecta,51,1194257.0,0.3023,69.0
