,Group,Subgroup,Value,Time Period Start Date,Time Period Label,Date
337,By State,Pennsylvania,35.1,05/28/2020,"May 28 - June 2, 2020",2020-05-28
336,By State,Oregon,39.5,05/28/2020,"May 28 - June 2, 2020",2020-05-28
343,By State,Utah,34.5,05/28/2020,"May 28 - June 2, 2020",2020-05-28
316,By State,Kentucky,39.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
315,By State,Kansas,32.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
280,National Estimate,United States,35.5,05/28/2020,"May 28 - June 2, 2020",2020-05-28
294,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",49.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
293,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",34.2,05/28/2020,"May 28 - June 2, 2020",2020-05-28
292,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",40.5,05/28/2020,"May 28 - June 2, 2020",2020-05-28
291,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",33.1,05/28/2020,"May 28 - June 2, 2020",2020-05-28
290,By Race/Hispanic ethnicity,Hispanic or Latino,38.3,05/28/2020,"May 28 - June 2, 2020",2020-05-28
288,By Sex,Male,31.1,05/28/2020,"May 28 - June 2, 2020",2020-05-28
295,By Education,Less than a high school diploma,43.9,05/28/2020,"May 28 - June 2, 2020",2020-05-28
287,By Age,80 years and above,19.2,05/28/2020,"May 28 - June 2, 2020",2020-05-28
285,By Age,60 - 69 years,27.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
284,By Age,50 - 59 years,33.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
283,By Age,40 - 49 years,36.9,05/28/2020,"May 28 - June 2, 2020",2020-05-28
282,By Age,30 - 39 years,40.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
281,By Age,18 - 29 years,49.3,05/28/2020,"May 28 - June 2, 2020",2020-05-28
314,By State,Iowa,32.9,05/28/2020,"May 28 - June 2, 2020",2020-05-28
286,By Age,70 - 79 years,21.7,05/28/2020,"May 28 - June 2, 2020",2020-05-28
296,By Education,High school diploma or GED,36.7,05/28/2020,"May 28 - June 2, 2020",2020-05-28
289,By Sex,Female,39.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
298,By Education,Bachelor's degree or higher,29.4,05/28/2020,"May 28 - June 2, 2020",2020-05-28
297,By Education,Some college/Associate's degree,38.3,05/28/2020,"May 28 - June 2, 2020",2020-05-28
312,By State,Illinois,37.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
311,By State,Idaho,31.8,05/28/2020,"May 28 - June 2, 2020",2020-05-28
310,By State,Hawaii,26.1,05/28/2020,"May 28 - June 2, 2020",2020-05-28
309,By State,Georgia,34.9,05/28/2020,"May 28 - June 2, 2020",2020-05-28
308,By State,Florida,40.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
307,By State,District of Columbia,33.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
306,By State,Delaware,30.3,05/28/2020,"May 28 - June 2, 2020",2020-05-28
313,By State,Indiana,36.2,05/28/2020,"May 28 - June 2, 2020",2020-05-28
304,By State,Colorado,33.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
303,By State,California,38.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
302,By State,Arkansas,39.0,05/28/2020,"May 28 - June 2, 2020",2020-05-28
301,By State,Arizona,32.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
300,By State,Alaska,31.6,05/28/2020,"May 28 - June 2, 2020",2020-05-28
299,By State,Alabama,37.5,05/28/2020,"May 28 - June 2, 2020",2020-05-28
305,By State,Connecticut,35.1,05/28/2020,"May 28 - June 2, 2020",2020-05-28
401,By State,New York,38.6,06/04/2020,"June 4 - June 9, 2020",2020-06-04
400,By State,New Mexico,34.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
399,By State,New Jersey,33.8,06/04/2020,"June 4 - June 9, 2020",2020-06-04
398,By State,New Hampshire,35.1,06/04/2020,"June 4 - June 9, 2020",2020-06-04
397,By State,Nevada,38.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
396,By State,Nebraska,31.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
395,By State,Montana,30.4,06/04/2020,"June 4 - June 9, 2020",2020-06-04
391,By State,Michigan,28.1,06/04/2020,"June 4 - June 9, 2020",2020-06-04
393,By State,Mississippi,38.4,06/04/2020,"June 4 - June 9, 2020",2020-06-04
392,By State,Minnesota,31.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
390,By State,Massachusetts,31.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
389,By State,Maryland,26.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
388,By State,Maine,35.4,06/04/2020,"June 4 - June 9, 2020",2020-06-04
387,By State,Louisiana,36.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
394,By State,Missouri,29.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
402,By State,North Carolina,36.2,06/04/2020,"June 4 - June 9, 2020",2020-06-04
386,By State,Kentucky,37.6,06/04/2020,"June 4 - June 9, 2020",2020-06-04
404,By State,Ohio,36.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
419,By State,Wyoming,29.4,06/04/2020,"June 4 - June 9, 2020",2020-06-04
418,By State,Wisconsin,28.3,06/04/2020,"June 4 - June 9, 2020",2020-06-04
417,By State,West Virginia,38.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
416,By State,Washington,31.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
415,By State,Virginia,36.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
414,By State,Vermont,33.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
413,By State,Utah,34.1,06/04/2020,"June 4 - June 9, 2020",2020-06-04
412,By State,Texas,39.6,06/04/2020,"June 4 - June 9, 2020",2020-06-04
411,By State,Tennessee,38.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
410,By State,South Dakota,29.8,06/04/2020,"June 4 - June 9, 2020",2020-06-04
409,By State,South Carolina,31.4,06/04/2020,"June 4 - June 9, 2020",2020-06-04
408,By State,Rhode Island,29.2,06/04/2020,"June 4 - June 9, 2020",2020-06-04
407,By State,Pennsylvania,33.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
406,By State,Oregon,40.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
405,By State,Oklahoma,33.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
403,By State,North Dakota,23.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
385,By State,Kansas,36.6,06/04/2020,"June 4 - June 9, 2020",2020-06-04
350,National Estimate,United States,36.1,06/04/2020,"June 4 - June 9, 2020",2020-06-04
383,By State,Indiana,32.1,06/04/2020,"June 4 - June 9, 2020",2020-06-04
364,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",48.1,06/04/2020,"June 4 - June 9, 2020",2020-06-04
363,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",29.2,06/04/2020,"June 4 - June 9, 2020",2020-06-04
362,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",40.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
361,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",34.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
360,By Race/Hispanic ethnicity,Hispanic or Latino,40.8,06/04/2020,"June 4 - June 9, 2020",2020-06-04
358,By Sex,Male,31.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
365,By Education,Less than a high school diploma,44.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
357,By Age,80 years and above,18.6,06/04/2020,"June 4 - June 9, 2020",2020-06-04
355,By Age,60 - 69 years,27.4,06/04/2020,"June 4 - June 9, 2020",2020-06-04
354,By Age,50 - 59 years,36.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
353,By Age,40 - 49 years,39.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
352,By Age,30 - 39 years,41.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
351,By Age,18 - 29 years,49.3,06/04/2020,"June 4 - June 9, 2020",2020-06-04
384,By State,Iowa,34.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
356,By Age,70 - 79 years,19.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
366,By Education,High school diploma or GED,36.8,06/04/2020,"June 4 - June 9, 2020",2020-06-04
359,By Sex,Female,40.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
368,By Education,Bachelor's degree or higher,30.2,06/04/2020,"June 4 - June 9, 2020",2020-06-04
382,By State,Illinois,39.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
367,By Education,Some college/Associate's degree,39.3,06/04/2020,"June 4 - June 9, 2020",2020-06-04
381,By State,Idaho,32.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
380,By State,Hawaii,27.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
379,By State,Georgia,35.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
377,By State,District of Columbia,39.5,06/04/2020,"June 4 - June 9, 2020",2020-06-04
376,By State,Delaware,33.0,06/04/2020,"June 4 - June 9, 2020",2020-06-04
378,By State,Florida,40.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
374,By State,Colorado,34.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
373,By State,California,39.7,06/04/2020,"June 4 - June 9, 2020",2020-06-04
372,By State,Arkansas,38.2,06/04/2020,"June 4 - June 9, 2020",2020-06-04
371,By State,Arizona,36.8,06/04/2020,"June 4 - June 9, 2020",2020-06-04
370,By State,Alaska,35.2,06/04/2020,"June 4 - June 9, 2020",2020-06-04
369,By State,Alabama,36.9,06/04/2020,"June 4 - June 9, 2020",2020-06-04
375,By State,Connecticut,32.8,06/04/2020,"June 4 - June 9, 2020",2020-06-04
470,By State,New Mexico,25.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
465,By State,Montana,34.2,06/11/2020,"June 11 - June 16, 2020",2020-06-11
469,By State,New Jersey,38.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
468,By State,New Hampshire,33.4,06/11/2020,"June 11 - June 16, 2020",2020-06-11
467,By State,Nevada,37.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
466,By State,Nebraska,29.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
464,By State,Missouri,36.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
457,By State,Louisiana,43.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
462,By State,Minnesota,30.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
461,By State,Michigan,32.4,06/11/2020,"June 11 - June 16, 2020",2020-06-11
460,By State,Massachusetts,29.2,06/11/2020,"June 11 - June 16, 2020",2020-06-11
459,By State,Maryland,38.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
458,By State,Maine,37.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
471,By State,New York,32.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
463,By State,Mississippi,37.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
472,By State,North Carolina,36.2,06/11/2020,"June 11 - June 16, 2020",2020-06-11
489,By State,Wyoming,32.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
474,By State,Ohio,35.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
456,By State,Kentucky,31.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
488,By State,Wisconsin,26.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
487,By State,West Virginia,32.2,06/11/2020,"June 11 - June 16, 2020",2020-06-11
486,By State,Washington,34.2,06/11/2020,"June 11 - June 16, 2020",2020-06-11
485,By State,Virginia,33.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
484,By State,Vermont,36.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
483,By State,Utah,36.0,06/11/2020,"June 11 - June 16, 2020",2020-06-11
482,By State,Texas,39.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
481,By State,Tennessee,31.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
480,By State,South Dakota,28.0,06/11/2020,"June 11 - June 16, 2020",2020-06-11
479,By State,South Carolina,35.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
478,By State,Rhode Island,32.2,06/11/2020,"June 11 - June 16, 2020",2020-06-11
477,By State,Pennsylvania,35.0,06/11/2020,"June 11 - June 16, 2020",2020-06-11
476,By State,Oregon,43.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
475,By State,Oklahoma,34.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
473,By State,North Dakota,33.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
455,By State,Kansas,37.1,06/11/2020,"June 11 - June 16, 2020",2020-06-11
437,By Education,Some college/Associate's degree,39.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
453,By State,Indiana,39.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
433,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",29.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
432,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",40.0,06/11/2020,"June 11 - June 16, 2020",2020-06-11
431,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",34.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
430,By Race/Hispanic ethnicity,Hispanic or Latino,39.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
429,By Sex,Female,39.1,06/11/2020,"June 11 - June 16, 2020",2020-06-11
428,By Sex,Male,32.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
434,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",44.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
427,By Age,80 years and above,17.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
425,By Age,60 - 69 years,27.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
424,By Age,50 - 59 years,35.8,06/11/2020,"June 11 - June 16, 2020",2020-06-11
423,By Age,40 - 49 years,38.4,06/11/2020,"June 11 - June 16, 2020",2020-06-11
422,By Age,30 - 39 years,40.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
421,By Age,18 - 29 years,48.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
420,National Estimate,United States,36.0,06/11/2020,"June 11 - June 16, 2020",2020-06-11
426,By Age,70 - 79 years,21.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
435,By Education,Less than a high school diploma,43.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
454,By State,Iowa,31.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
452,By State,Illinois,34.6,06/11/2020,"June 11 - June 16, 2020",2020-06-11
436,By Education,High school diploma or GED,37.4,06/11/2020,"June 11 - June 16, 2020",2020-06-11
451,By State,Idaho,27.8,06/11/2020,"June 11 - June 16, 2020",2020-06-11
450,By State,Hawaii,35.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
449,By State,Georgia,37.1,06/11/2020,"June 11 - June 16, 2020",2020-06-11
447,By State,District of Columbia,28.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
446,By State,Delaware,34.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
445,By State,Connecticut,38.7,06/11/2020,"June 11 - June 16, 2020",2020-06-11
448,By State,Florida,41.8,06/11/2020,"June 11 - June 16, 2020",2020-06-11
443,By State,California,37.9,06/11/2020,"June 11 - June 16, 2020",2020-06-11
442,By State,Arkansas,39.0,06/11/2020,"June 11 - June 16, 2020",2020-06-11
441,By State,Arizona,33.3,06/11/2020,"June 11 - June 16, 2020",2020-06-11
440,By State,Alaska,36.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
439,By State,Alabama,38.1,06/11/2020,"June 11 - June 16, 2020",2020-06-11
438,By Education,Bachelor's degree or higher,29.4,06/11/2020,"June 11 - June 16, 2020",2020-06-11
444,By State,Colorado,33.5,06/11/2020,"June 11 - June 16, 2020",2020-06-11
535,By State,Montana,30.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
540,By State,New Mexico,42.5,06/18/2020,"June 18 - June 23, 2020",2020-06-18
539,By State,New Jersey,34.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
538,By State,New Hampshire,34.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
537,By State,Nevada,45.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
536,By State,Nebraska,31.2,06/18/2020,"June 18 - June 23, 2020",2020-06-18
533,By State,Mississippi,37.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
559,By State,Wyoming,28.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
531,By State,Michigan,31.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
530,By State,Massachusetts,33.7,06/18/2020,"June 18 - June 23, 2020",2020-06-18
529,By State,Maryland,33.3,06/18/2020,"June 18 - June 23, 2020",2020-06-18
528,By State,Maine,28.7,06/18/2020,"June 18 - June 23, 2020",2020-06-18
527,By State,Louisiana,46.8,06/18/2020,"June 18 - June 23, 2020",2020-06-18
541,By State,New York,32.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
532,By State,Minnesota,30.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
542,By State,North Carolina,34.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
551,By State,Tennessee,36.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
544,By State,Ohio,31.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
558,By State,Wisconsin,24.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
557,By State,West Virginia,38.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
556,By State,Washington,34.7,06/18/2020,"June 18 - June 23, 2020",2020-06-18
555,By State,Virginia,36.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
554,By State,Vermont,27.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
553,By State,Utah,37.2,06/18/2020,"June 18 - June 23, 2020",2020-06-18
543,By State,North Dakota,33.0,06/18/2020,"June 18 - June 23, 2020",2020-06-18
552,By State,Texas,36.2,06/18/2020,"June 18 - June 23, 2020",2020-06-18
550,By State,South Dakota,31.0,06/18/2020,"June 18 - June 23, 2020",2020-06-18
549,By State,South Carolina,34.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
548,By State,Rhode Island,32.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
547,By State,Pennsylvania,39.8,06/18/2020,"June 18 - June 23, 2020",2020-06-18
546,By State,Oregon,42.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
545,By State,Oklahoma,44.5,06/18/2020,"June 18 - June 23, 2020",2020-06-18
526,By State,Kentucky,38.3,06/18/2020,"June 18 - June 23, 2020",2020-06-18
525,By State,Kansas,32.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
534,By State,Missouri,32.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
523,By State,Indiana,35.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
504,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",45.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
503,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",27.8,06/18/2020,"June 18 - June 23, 2020",2020-06-18
502,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",39.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
501,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",34.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
500,By Race/Hispanic ethnicity,Hispanic or Latino,42.3,06/18/2020,"June 18 - June 23, 2020",2020-06-18
498,By Sex,Male,32.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
497,By Age,80 years and above,14.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
496,By Age,70 - 79 years,19.3,06/18/2020,"June 18 - June 23, 2020",2020-06-18
495,By Age,60 - 69 years,27.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
494,By Age,50 - 59 years,36.3,06/18/2020,"June 18 - June 23, 2020",2020-06-18
493,By Age,40 - 49 years,38.5,06/18/2020,"June 18 - June 23, 2020",2020-06-18
492,By Age,30 - 39 years,40.8,06/18/2020,"June 18 - June 23, 2020",2020-06-18
491,By Age,18 - 29 years,50.0,06/18/2020,"June 18 - June 23, 2020",2020-06-18
524,By State,Iowa,37.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
490,National Estimate,United States,36.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
505,By Education,Less than a high school diploma,43.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
506,By Education,High school diploma or GED,38.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
499,By Sex,Female,39.6,06/18/2020,"June 18 - June 23, 2020",2020-06-18
508,By Education,Bachelor's degree or higher,29.2,06/18/2020,"June 18 - June 23, 2020",2020-06-18
522,By State,Illinois,34.2,06/18/2020,"June 18 - June 23, 2020",2020-06-18
507,By Education,Some college/Associate's degree,39.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
520,By State,Hawaii,29.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
519,By State,Georgia,36.3,06/18/2020,"June 18 - June 23, 2020",2020-06-18
518,By State,Florida,39.7,06/18/2020,"June 18 - June 23, 2020",2020-06-18
517,By State,District of Columbia,43.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
516,By State,Delaware,30.9,06/18/2020,"June 18 - June 23, 2020",2020-06-18
515,By State,Connecticut,39.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
521,By State,Idaho,31.7,06/18/2020,"June 18 - June 23, 2020",2020-06-18
514,By State,Colorado,31.4,06/18/2020,"June 18 - June 23, 2020",2020-06-18
513,By State,California,39.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
512,By State,Arkansas,38.2,06/18/2020,"June 18 - June 23, 2020",2020-06-18
511,By State,Arizona,40.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
510,By State,Alaska,37.1,06/18/2020,"June 18 - June 23, 2020",2020-06-18
509,By State,Alabama,38.0,06/18/2020,"June 18 - June 23, 2020",2020-06-18
610,By State,New Mexico,39.1,06/25/2020,"June 25 - June 30, 2020",2020-06-25
609,By State,New Jersey,33.9,06/25/2020,"June 25 - June 30, 2020",2020-06-25
608,By State,New Hampshire,32.4,06/25/2020,"June 25 - June 30, 2020",2020-06-25
607,By State,Nevada,39.1,06/25/2020,"June 25 - June 30, 2020",2020-06-25
606,By State,Nebraska,30.5,06/25/2020,"June 25 - June 30, 2020",2020-06-25
605,By State,Montana,30.6,06/25/2020,"June 25 - June 30, 2020",2020-06-25
602,By State,Minnesota,29.9,06/25/2020,"June 25 - June 30, 2020",2020-06-25
603,By State,Mississippi,42.1,06/25/2020,"June 25 - June 30, 2020",2020-06-25
597,By State,Louisiana,44.9,06/25/2020,"June 25 - June 30, 2020",2020-06-25
601,By State,Michigan,34.8,06/25/2020,"June 25 - June 30, 2020",2020-06-25
600,By State,Massachusetts,34.5,06/25/2020,"June 25 - June 30, 2020",2020-06-25
599,By State,Maryland,33.6,06/25/2020,"June 25 - June 30, 2020",2020-06-25
598,By State,Maine,35.6,06/25/2020,"June 25 - June 30, 2020",2020-06-25
611,By State,New York,34.3,06/25/2020,"June 25 - June 30, 2020",2020-06-25
